Method	Category	Dataset	Size	CompSize	NC
MFCompress	P	out1336	141882	28787	0.81157
MFCompress	P	out1118	142911	28996	0.81158
MFCompress	P	out642	153923	31232	0.81162
MFCompress	P	out1893	153325	31111	0.81163
MFCompress	P	out86	143002	29017	0.81165
MFCompress	P	out1375	162727	33020	0.81166
MFCompress	P	out2181	143280	29074	0.81166
MFCompress	P	out1350	162376	32949	0.81167
MFCompress	P	out529	142702	28957	0.81167
MFCompress	P	out1583	138855	28177	0.81169
MFCompress	P	out178	162472	32970	0.8117
MFCompress	P	out805	141842	28784	0.81172
MFCompress	P	out1045	142466	28911	0.81173
MFCompress	P	out516	142875	28995	0.81175
MFCompress	P	out1793	162437	32966	0.81178
MFCompress	P	out1844	141158	28648	0.81179
MFCompress	P	out1805	142412	28903	0.81181
MFCompress	P	out1115	142217	28864	0.81182
MFCompress	P	out1300	142198	28860	0.81182
MFCompress	P	out1804	153637	31183	0.81186
MFCompress	P	out1345	162446	32973	0.81191
MFCompress	P	out1430	143422	29112	0.81192
MFCompress	P	out1347	162416	32968	0.81193
MFCompress	P	out1414	143282	29084	0.81193
MFCompress	P	out88	142676	28961	0.81193
MFCompress	P	out524	142188	28862	0.81193
MFCompress	P	out85	142577	28941	0.81194
MFCompress	P	out2178	143277	29084	0.81196
MFCompress	P	out1139	142173	28860	0.81196
MFCompress	P	out847	162537	32994	0.81197
MFCompress	P	out510	141729	28770	0.81197
MFCompress	F	out134	89855	18240	0.81197
MFCompress	P	out2246	142825	28993	0.81198
MFCompress	P	out81	142515	28930	0.81198
MFCompress	P	out1279	159527	32384	0.812
MFCompress	P	out1142	143196	29069	0.812
MFCompress	P	out489	143277	29086	0.81202
MFCompress	P	out1546	142162	28860	0.81203
MFCompress	P	out1543	158657	32209	0.81204
MFCompress	P	out1077	143315	29095	0.81205
MFCompress	P	out1197	142675	28965	0.81205
MFCompress	P	out1351	162350	32960	0.81207
MFCompress	P	out78	142823	28996	0.81208
MFCompress	P	out705	162345	32960	0.81209
MFCompress	P	out1063	159976	32481	0.81214
MFCompress	P	out1136	141335	28697	0.81216
MFCompress	P	out25	140237	28475	0.81219
MFCompress	P	out1141	141958	28826	0.81224
MFCompress	P	out48	163398	33181	0.81227
MFCompress	P	out1229	162383	32976	0.8123
MFCompress	P	out1378	160663	32627	0.8123
MFCompress	P	out2157	142818	29003	0.8123
MFCompress	P	out1364	155886	31657	0.81231
MFCompress	P	out386	143303	29104	0.81237
MFCompress	P	out894	158450	32181	0.81239
MFCompress	P	out1919	153276	31130	0.81239
MFCompress	P	out1722	158856	32265	0.81243
MFCompress	P	out1313	141673	28775	0.81243
MFCompress	P	out1363	155610	31606	0.81244
MFCompress	P	out677	155140	31511	0.81245
MFCompress	P	out569	161773	32859	0.81247
MFCompress	P	out84	143086	29065	0.81251
MFCompress	P	out1859	137508	27932	0.81251
MFCompress	P	out1788	165725	33664	0.81252
MFCompress	P	out1127	141726	28789	0.81252
MFCompress	P	out2039	161983	32905	0.81255
MFCompress	P	out1119	142932	29036	0.81258
MFCompress	P	out1209	153295	31142	0.8126
MFCompress	P	out2217	158552	32212	0.81265
MFCompress	P	out1088	153551	31197	0.81268
MFCompress	P	out2046	164809	33485	0.81269
MFCompress	P	out522	141020	28653	0.81273
MFCompress	P	out1924	153242	31137	0.81275
MFCompress	P	out1122	142746	29005	0.81277
MFCompress	P	out1318	152340	30955	0.81278
MFCompress	P	out526	141045	28661	0.81281
MFCompress	P	out1503	141388	28731	0.81282
MFCompress	P	out2111	165596	33651	0.81284
MFCompress	P	out2264	162239	32969	0.81285
MFCompress	P	out983	153563	31206	0.81285
MFCompress	P	out1123	142451	28948	0.81285
MFCompress	P	out1905	161049	32728	0.81287
MFCompress	P	out1022	153535	31201	0.81287
MFCompress	P	out1479	140135	28478	0.81287
MFCompress	P	out1302	141260	28710	0.81296
MFCompress	P	out2183	165076	33551	0.81298
MFCompress	P	out303	162467	33022	0.81301
MFCompress	P	out1921	153299	31160	0.81305
MFCompress	P	out944	153565	31215	0.81307
MFCompress	P	out945	153516	31209	0.81317
MFCompress	P	out507	141878	28844	0.8132
MFCompress	P	out982	153586	31227	0.81327
MFCompress	P	out504	141685	28810	0.81335
MFCompress	P	out1021	153680	31251	0.8134
MFCompress	P	out1106	687179	139745	0.81344
MFCompress	P	out1346	162391	33025	0.81346
MFCompress	P	out1292	140542	28582	0.81347
MFCompress	P	out527	142843	29051	0.8135
MFCompress	P	out2026	162486	33046	0.81351
MFCompress	P	out1918	153279	31174	0.81352
MFCompress	P	out1925	153276	31175	0.81356
MFCompress	P	out1367	163609	33279	0.81362
MFCompress	P	out993	156749	31887	0.8137
MFCompress	P	out2242	156163	31772	0.81381
MFCompress	P	out1376	164211	33410	0.81383
MFCompress	P	out295	159456	32443	0.81384
MFCompress	P	out1588	138990	28280	0.81387
MFCompress	P	out378	141025	28696	0.81392
MFCompress	P	out1138	141220	28738	0.81399
MFCompress	P	out2149	140457	28584	0.81402
MFCompress	P	out941	141664	28831	0.81406
MFCompress	P	out1352	162299	33032	0.8141
MFCompress	P	out882	156647	31885	0.81418
MFCompress	P	out1491	138202	28133	0.81425
MFCompress	P	out2221	88045	17924	0.81431
MFCompress	P	out1869	137359	27968	0.81444
MFCompress	P	out1760	137904	28079	0.81445
MFCompress	P	out1508	137854	28069	0.81445
MFCompress	P	out1513	138183	28138	0.81451
MFCompress	P	out1670	142466	29014	0.81462
MFCompress	P	out586	159270	32437	0.81464
MFCompress	P	out1565	142181	28962	0.81479
MFCompress	P	out587	158781	32344	0.8148
MFCompress	P	out1348	160500	32700	0.81495
MFCompress	P	out1366	163204	33253	0.815
MFCompress	P	out1030	161755	32958	0.81501
MFCompress	P	out1985	163961	33410	0.81507
MFCompress	P	out2219	86569	17640	0.81507
MFCompress	P	out1520	140267	28589	0.81527
MFCompress	P	out2001	159001	32408	0.81529
MFCompress	P	out1587	137574	28041	0.81529
MFCompress	P	out1295	135712	27662	0.81531
MFCompress	P	out1511	138904	28313	0.81532
MFCompress	P	out1510	138896	28312	0.81534
MFCompress	P	out1578	138863	28307	0.81539
MFCompress	P	out1579	138431	28219	0.81539
MFCompress	P	out1567	137557	28042	0.81542
MFCompress	P	out1512	138895	28315	0.81543
MFCompress	P	out496	697369	142169	0.81545
MFCompress	P	out1927	153279	31248	0.81545
MFCompress	P	out1521	138911	28319	0.81545
MFCompress	V	out4013	187836	38294	0.81547
MFCompress	P	out994	137888	28111	0.81547
MFCompress	P	out1509	138902	28319	0.81551
MFCompress	P	out1582	138971	28334	0.81553
MFCompress	P	out1064	158883	32400	0.81569
MFCompress	P	out1568	138135	28171	0.81575
MFCompress	P	out1140	139492	28450	0.81581
MFCompress	P	out1570	137460	28039	0.81591
MFCompress	P	out1586	137909	28136	0.81607
MFCompress	P	out2218	137274	28008	0.81611
MFCompress	P	out537	140378	28644	0.81619
MFCompress	P	out355	136990	27956	0.81629
MFCompress	P	out721	136881	27935	0.81632
MFCompress	P	out1569	137351	28031	0.81633
MFCompress	P	out2024	135122	27577	0.81635
MFCompress	P	out1550	136729	27906	0.81638
MFCompress	P	out1589	138771	28323	0.81639
MFCompress	P	out1573	137778	28123	0.81647
MFCompress	P	out1552	136171	27796	0.8165
MFCompress	P	out1572	137585	28087	0.81657
MFCompress	P	out1143	142928	29179	0.8166
MFCompress	P	out261	137053	27980	0.81661
MFCompress	P	out1384	136439	27855	0.81662
MFCompress	P	out64	162936	33267	0.81668
MFCompress	P	out1681	141412	28873	0.8167
MFCompress	P	out1554	137717	28120	0.81674
MFCompress	P	out493	159136	32494	0.81676
MFCompress	P	out1581	136745	27925	0.81684
MFCompress	P	out2021	137166	28014	0.81693
MFCompress	P	out2023	137263	28034	0.81694
MFCompress	P	out2248	138601	28308	0.81696
MFCompress	P	out2022	137282	28039	0.81697
MFCompress	P	out1459	155856	31834	0.81701
MFCompress	P	out1672	137388	28062	0.81701
MFCompress	P	out358	137127	28013	0.81714
MFCompress	P	out653	136277	27842	0.81721
MFCompress	P	out2160	138056	28207	0.81726
MFCompress	P	out45	138886	28377	0.81727
MFCompress	P	out357	137887	28177	0.81739
MFCompress	P	out1855	137367	28072	0.81743
MFCompress	P	out2105	141729	28966	0.8175
MFCompress	P	out1290	134856	27562	0.81752
MFCompress	P	out2202	137199	28042	0.81755
MFCompress	P	out259	159306	32561	0.81757
MFCompress	P	out384	136728	27947	0.81759
MFCompress	P	out1585	136991	28001	0.8176
MFCompress	P	out1385	137037	28011	0.81761
MFCompress	P	out949	136544	27910	0.81761
MFCompress	P	out366	138107	28230	0.81762
MFCompress	P	out2102	141914	29010	0.81767
MFCompress	P	out1294	137362	28080	0.81769
MFCompress	P	out1386	136582	27922	0.81773
MFCompress	P	out1818	141690	28967	0.81775
MFCompress	P	out2258	164169	33563	0.81776
MFCompress	P	out1383	135865	27777	0.81778
MFCompress	P	out63	162141	33151	0.81783
MFCompress	P	out1747	141554	28942	0.81783
MFCompress	P	out2035	140985	28826	0.81784
MFCompress	P	out1828	141687	28970	0.81785
MFCompress	P	out1296	137736	28162	0.81785
MFCompress	P	out1394	139413	28507	0.81791
MFCompress	P	out1683	138896	28403	0.81796
MFCompress	P	out1680	140347	28700	0.81797
MFCompress	P	out2080	141768	28991	0.81798
MFCompress	P	out1566	139981	28626	0.81799
MFCompress	P	out570	137142	28046	0.81801
MFCompress	P	out2244	163223	33380	0.81802
MFCompress	P	out359	139095	28446	0.81803
MFCompress	P	out1858	138796	28385	0.81803
MFCompress	P	out1551	138356	28295	0.81803
MFCompress	P	out1580	139469	28523	0.81804
MFCompress	P	out1825	141827	29006	0.81806
MFCompress	P	out1827	141891	29020	0.81809
MFCompress	P	out383	136461	27910	0.8181
MFCompress	P	out1813	141846	29012	0.81812
MFCompress	P	out1618	141749	28995	0.8182
MFCompress	P	out1584	139452	28525	0.8182
MFCompress	P	out1824	141669	28979	0.81821
MFCompress	P	out2100	141527	28950	0.81821
MFCompress	P	out737	139145	28463	0.81822
MFCompress	P	out1892	141610	28968	0.81824
MFCompress	P	out364	137662	28161	0.81826
MFCompress	P	out361	138779	28391	0.8183
MFCompress	P	out2101	141548	28960	0.81837
MFCompress	P	out360	138435	28325	0.81843
MFCompress	P	out2104	141740	29002	0.81845
MFCompress	P	out1291	137307	28095	0.81845
MFCompress	P	out2271	136530	27936	0.81845
MFCompress	P	out1829	141757	29006	0.81847
MFCompress	P	out1373	160036	32747	0.81849
MFCompress	P	out2247	138487	28339	0.81853
MFCompress	P	out1821	142027	29064	0.81854
MFCompress	P	out1079	141928	29044	0.81855
MFCompress	P	out1679	141529	28965	0.81863
MFCompress	P	out1822	141778	29018	0.81868
MFCompress	P	out1471	141735	29009	0.81868
MFCompress	P	out1826	141589	28980	0.8187
MFCompress	P	out354	139513	28556	0.81873
MFCompress	P	out2161	141402	28943	0.81874
MFCompress	P	out1382	137650	28175	0.81874
MFCompress	P	out387	138020	28251	0.81875
MFCompress	P	out1834	141448	28955	0.81881
MFCompress	P	out1571	139778	28616	0.81889
MFCompress	P	out790	139623	28584	0.81889
MFCompress	P	out2158	141455	28960	0.81891
MFCompress	P	out950	137582	28167	0.81891
MFCompress	P	out1548	137785	28211	0.81898
MFCompress	P	out2103	141756	29026	0.81904
MFCompress	P	out363	139964	28660	0.81906
MFCompress	P	out356	135320	27710	0.81909
MFCompress	P	out1673	140075	28684	0.8191
MFCompress	P	out1814	141783	29035	0.81913
MFCompress	P	out1674	140182	28707	0.81913
MFCompress	P	out1819	141714	29024	0.81922
MFCompress	P	out1358	136842	28026	0.81922
MFCompress	P	out1823	142138	29112	0.81926
MFCompress	P	out1574	139955	28665	0.81926
MFCompress	P	out1380	137874	28239	0.81926
MFCompress	P	out1934	139592	28591	0.81927
MFCompress	P	out362	140087	28693	0.81929
MFCompress	P	out1712	157356	32236	0.81944
MFCompress	P	out1685	141692	29028	0.81946
MFCompress	P	out82	138563	28387	0.81946
MFCompress	P	out532	140910	28868	0.81947
MFCompress	P	out846	134581	27572	0.81949
MFCompress	P	out1820	141716	29036	0.81955
MFCompress	P	out1590	139791	28642	0.81956
MFCompress	P	out554	136977	28068	0.81964
MFCompress	P	out1560	137595	28195	0.81965
MFCompress	P	out1207	137102	28096	0.81971
MFCompress	P	out2081	138562	28396	0.81973
MFCompress	P	out1678	141484	28996	0.81976
MFCompress	A	out200	370717	75980	0.81981
MFCompress	P	out1684	141354	28972	0.81984
MFCompress	P	out1043	161285	33065	0.82003
MFCompress	P	out1833	141796	29070	0.82005
MFCompress	P	out1232	159183	32643	0.82026
MFCompress	P	out1746	168165	34487	0.82031
MFCompress	V	out4412	147416	30238	0.82048
MFCompress	P	out1547	139654	28647	0.82051
MFCompress	P	out321	160701	32965	0.82053
MFCompress	P	out1124	137983	28309	0.82065
MFCompress	P	out1388	138473	28411	0.82069
MFCompress	P	out1682	139500	28622	0.8207
MFCompress	P	out1461	139904	28709	0.82081
MFCompress	P	out143	160042	32844	0.82088
MFCompress	P	out729	135703	27850	0.82091
MFCompress	V	out2116	232086	47634	0.82097
MFCompress	P	out1751	168125	34510	0.82105
MFCompress	P	out2180	136473	28015	0.82111
MFCompress	P	out711	136809	28087	0.8212
MFCompress	V	out4661	175285	35987	0.82122
MFCompress	P	out708	138138	28361	0.82123
MFCompress	P	out1577	136730	28074	0.82129
MFCompress	P	out712	136783	28085	0.8213
MFCompress	P	out840	136494	28026	0.82131
MFCompress	P	out2038	164870	33854	0.82135
MFCompress	P	out1016	164856	33852	0.82137
MFCompress	P	out2079	138312	28402	0.82138
MFCompress	P	out1381	137119	28158	0.82141
MFCompress	P	out1591	136901	28113	0.82141
MFCompress	P	out1576	136771	28087	0.82143
MFCompress	P	out2276	136515	28035	0.82144
MFCompress	P	out390	136589	28053	0.82153
MFCompress	P	out1293	137449	28230	0.82154
MFCompress	P	out1796	162310	33337	0.82156
MFCompress	P	out2267	136488	28035	0.82161
MFCompress	P	out728	137182	28178	0.82162
MFCompress	P	out710	137162	28175	0.82165
MFCompress	P	out1594	136671	28074	0.82165
MFCompress	P	out1842	137234	28194	0.82177
MFCompress	P	out709	137144	28178	0.82185
MFCompress	P	out1531	136604	28067	0.82185
MFCompress	P	out1621	138580	28482	0.8221
MFCompress	P	out2074	136544	28064	0.82212
MFCompress	P	out292	162244	33350	0.82221
MFCompress	P	out842	136586	28076	0.82222
MFCompress	P	out1593	136568	28075	0.8223
MFCompress	P	out2179	162273	33361	0.82234
MFCompress	P	out322	161367	33176	0.82237
MFCompress	P	out2067	136527	28071	0.82243
MFCompress	P	out1994	159570	32815	0.82258
MFCompress	P	out1676	137781	28337	0.82266
MFCompress	P	out925	168793	34716	0.82268
MFCompress	F	out368	81279	16717	0.82269
MFCompress	P	out1592	136570	28093	0.82281
MFCompress	P	out1549	135932	27970	0.82305
MFCompress	P	out727	137641	28330	0.8233
MFCompress	P	out431	138747	28559	0.82334
MFCompress	P	out563	136528	28106	0.82345
MFCompress	P	out726	137729	28357	0.82355
MFCompress	P	out922	168263	34647	0.82363
MFCompress	P	out923	168383	34675	0.82371
MFCompress	P	out979	161164	33190	0.82375
MFCompress	P	out1575	136286	28068	0.82379
MFCompress	P	out1675	138396	28506	0.82389
MFCompress	P	out1745	167371	34501	0.82453
MFCompress	P	out385	137268	28298	0.8246
MFCompress	P	out1744	165947	34211	0.82462
MFCompress	P	out725	136051	28048	0.82463
MFCompress	P	out2223	165801	34183	0.82467
MFCompress	V	out2488	137287	28309	0.82481
MFCompress	P	out217	154722	31916	0.82511
MFCompress	P	out1435	138380	28555	0.8254
MFCompress	F	out2	74087	15301	0.8261
MFCompress	P	out2140	158064	32646	0.82614
MFCompress	P	out2184	155606	32147	0.82636
MFCompress	P	out368	143499	29648	0.82643
MFCompress	P	out2270	140872	29115	0.8267
MFCompress	P	out1671	138395	28613	0.82699
MFCompress	P	out1677	138253	28587	0.82709
MFCompress	P	out924	164192	33965	0.82744
MFCompress	P	out861	136383	28218	0.82761
MFCompress	P	out2162	158964	32895	0.82773
MFCompress	P	out430	134602	27869	0.82818
MFCompress	P	out1333	137329	28447	0.82857
MFCompress	P	out216	153340	31764	0.82859
MFCompress	P	out1663	137342	28468	0.82911
MFCompress	B	out313	1503729	311739	0.82924
MFCompress	P	out1413	137436	28495	0.82933
MFCompress	P	out1319	152356	31607	0.82981
MFCompress	F	out120	52345	10863	0.8301
MFCompress	P	out1444	155979	32404	0.83098
MFCompress	P	out2185	152789	31752	0.83126
MFCompress	F	out105	78341	16287	0.83159
MFCompress	P	out230	152000	31607	0.83176
MFCompress	P	out1753	125190	26033	0.83179
MFCompress	P	out27	122817	25569	0.83275
MFCompress	P	out2196	124445	25909	0.83278
MFCompress	V	out796	156949	32686	0.83303
MFCompress	P	out1432	153880	32053	0.83319
MFCompress	P	out1445	153920	32063	0.83323
MFCompress	P	out2182	124726	25987	0.83341
MFCompress	P	out2213	420896	87751	0.83394
MFCompress	F	out325	59557	12425	0.83449
MFCompress	P	out206	153962	32132	0.8348
MFCompress	B	out1329	1817165	379341	0.83501
MFCompress	B	out522	810953	169319	0.83516
MFCompress	P	out208	153209	31994	0.8353
MFCompress	P	out26	153806	32120	0.83533
MFCompress	P	out211	153828	32125	0.83534
MFCompress	P	out219	154006	32164	0.83539
MFCompress	B	out1930	1017811	212572	0.8354
MFCompress	B	out3016	1867925	390156	0.83548
MFCompress	P	out1667	124719	26052	0.83554
MFCompress	P	out198	152905	31942	0.8356
MFCompress	B	out1221	289499	60496	0.83587
MFCompress	P	out199	153209	32023	0.83606
MFCompress	P	out2142	154620	32321	0.83614
MFCompress	B	out1424	849473	177608	0.83632
MFCompress	P	out214	153496	32097	0.83642
MFCompress	V	out3452	136216	28484	0.83643
MFCompress	P	out212	153727	32184	0.83743
MFCompress	P	out213	153228	32082	0.83749
MFCompress	P	out234	153160	32077	0.83773
MFCompress	V	out2988	207037	43361	0.83774
MFCompress	P	out201	154892	32442	0.83779
MFCompress	P	out233	154174	32295	0.83788
MFCompress	P	out202	152122	31868	0.83795
MFCompress	P	out260	153511	32163	0.83806
MFCompress	B	out3010	1863621	390464	0.83807
MFCompress	P	out210	153337	32128	0.8381
MFCompress	P	out235	153347	32147	0.83854
MFCompress	P	out231	152996	32074	0.83855
MFCompress	B	out2353	1686401	353542	0.83857
MFCompress	P	out215	153196	32126	0.83882
MFCompress	P	out237	153542	32199	0.83883
MFCompress	P	out2222	123318	25861	0.83883
MFCompress	P	out205	153361	32164	0.8389
MFCompress	P	out200	153362	32169	0.83903
MFCompress	P	out207	154401	32399	0.83934
MFCompress	P	out204	153231	32154	0.83936
MFCompress	P	out218	153289	32180	0.83972
MFCompress	P	out1597	152002	31910	0.83972
MFCompress	F	out316	72431	15210	0.83997
MFCompress	P	out232	152390	32014	0.84031
MFCompress	P	out2216	127226	26731	0.84042
MFCompress	P	out1783	126213	26530	0.8408
MFCompress	B	out731	849411	178559	0.84086
MFCompress	V	out4919	180469	37954	0.84123
MFCompress	P	out236	152420	32062	0.84141
MFCompress	P	out1596	149991	31555	0.84151
MFCompress	P	out142	153076	32213	0.84175
MFCompress	B	out1078	1004561	211429	0.84187
MFCompress	B	out1872	849503	178823	0.84201
MFCompress	B	out2902	1847613	389068	0.84231
MFCompress	P	out1083	532358	112129	0.8425
MFCompress	B	out2327	851669	179508	0.84308
MFCompress	B	out2313	1104867	232993	0.84351
MFCompress	V	out3434	200576	42305	0.84367
MFCompress	P	out692	154988	32692	0.84372
MFCompress	P	out844	129375	27292	0.84381
MFCompress	P	out1062	154981	32700	0.84397
MFCompress	P	out716	150011	31652	0.84399
MFCompress	P	out471	155010	32710	0.84407
MFCompress	P	out1060	155135	32740	0.84416
MFCompress	P	out203	150578	31779	0.84418
MFCompress	P	out1481	154868	32685	0.8442
MFCompress	P	out1480	154965	32710	0.84431
