Method	Category	Dataset	Size	CompSize	NC
cryfa	B	out2614	96187	33614	1.39786
cryfa	V	out111	67618	23630	1.39785
cryfa	F	out291	71876	25118	1.39785
cryfa	V	out3198	72425	25310	1.39785
cryfa	V	out506	81857	28606	1.39785
cryfa	V	out1219	76959	26894	1.39783
cryfa	V	out1992	70961	24798	1.39783
cryfa	F	out108	92206	32222	1.39782
cryfa	V	out1257	73892	25822	1.39782
cryfa	V	out3470	77280	27006	1.39782
cryfa	V	out3794	79936	27934	1.39781
cryfa	V	out804	107270	37486	1.39781
cryfa	V	out1052	77739	27166	1.3978
cryfa	V	out1180	78426	27406	1.3978
cryfa	V	out3431	70871	24766	1.3978
cryfa	V	out3540	75633	26430	1.3978
cryfa	V	out3551	77327	27022	1.3978
cryfa	V	out3886	73664	25742	1.3978
cryfa	V	out4737	85523	29886	1.39779
cryfa	V	out485	76595	26766	1.39779
cryfa	V	out1195	77420	27054	1.39777
cryfa	V	out4612	84563	29550	1.39777
cryfa	F	out58	77191	26974	1.39777
cryfa	P	out1002	83236	29086	1.39776
cryfa	V	out2354	87448	30558	1.39776
cryfa	F	out77	87082	30430	1.39776
cryfa	V	out3696	75727	26462	1.39775
cryfa	V	out1021	77422	27054	1.39774
cryfa	V	out1292	72523	25342	1.39773
cryfa	V	out2678	72706	25406	1.39773
cryfa	V	out3892	78613	27470	1.39773
cryfa	V	out489	74858	26158	1.39773
cryfa	V	out1228	88687	30990	1.39772
cryfa	F	out23	74355	25982	1.39772
cryfa	V	out2574	78476	27422	1.39772
cryfa	V	out1856	88917	31070	1.3977
cryfa	V	out488	84567	29550	1.3977
cryfa	V	out4057	75547	26398	1.39769
cryfa	V	out3550	76876	26862	1.39767
cryfa	V	out4116	77105	26942	1.39767
cryfa	V	out1366	99864	34894	1.39766
cryfa	P	out1764	108427	37886	1.39765
cryfa	V	out3411	73489	25678	1.39765
cryfa	V	out1822	87547	30590	1.39764
cryfa	V	out1065	82007	28654	1.39763
cryfa	V	out2970	82877	28958	1.39763
cryfa	V	out737	134805	47102	1.39763
cryfa	V	out1192	85855	29998	1.39761
cryfa	V	out516	90022	31454	1.39761
cryfa	V	out1837	78483	27422	1.3976
cryfa	V	out1290	73630	25726	1.39758
cryfa	V	out2107	91810	32078	1.39758
cryfa	B	out2649	100785	35214	1.39758
cryfa	F	out139	93505	32670	1.39757
cryfa	V	out1332	78943	27582	1.39756
cryfa	P	out1718	108434	37886	1.39756
cryfa	V	out1659	73677	25742	1.39755
cryfa	V	out1202	78120	27294	1.39754
cryfa	V	out2584	76700	26798	1.39754
cryfa	V	out3396	77250	26990	1.39754
cryfa	F	out140	109444	38238	1.39753
cryfa	V	out3357	93874	32798	1.39753
cryfa	V	out1095	89020	31102	1.39752
cryfa	V	out356	94516	33022	1.39751
cryfa	P	out1545	106332	37150	1.3975
cryfa	P	out1670	142466	49774	1.39749
cryfa	P	out1405	111235	38862	1.39747
cryfa	V	out3354	89573	31294	1.39747
cryfa	V	out3681	73636	25726	1.39746
cryfa	V	out370	88978	31086	1.39746
cryfa	V	out477	91909	32110	1.39746
cryfa	V	out3247	97131	33934	1.39745
cryfa	V	out3392	103359	36110	1.39745
cryfa	V	out4039	96719	33790	1.39745
cryfa	P	out1663	137342	47982	1.39744
cryfa	P	out1671	138395	48350	1.39744
cryfa	F	out304	92873	32446	1.39743
cryfa	F	out9	85912	30014	1.39742
cryfa	V	out517	92096	32174	1.39741
cryfa	P	out1098	107989	37726	1.3974
cryfa	V	out1878	87517	30574	1.39739
cryfa	V	out5224	77029	26910	1.39739
cryfa	F	out137	104693	36574	1.39738
cryfa	V	out4610	80419	28094	1.39738
cryfa	V	out4613	85457	29854	1.39738
cryfa	A	out151	101762	35550	1.39737
cryfa	V	out581	94526	33022	1.39737
cryfa	F	out134	89855	31390	1.39736
cryfa	V	out3064	83672	29230	1.39736
cryfa	V	out4460	89809	31374	1.39736
cryfa	A	out11	104651	36558	1.39733
cryfa	V	out4129	103002	35982	1.39733
cryfa	F	out103	87751	30654	1.39731
cryfa	F	out303	101813	35566	1.3973
cryfa	V	out3697	74423	25998	1.3973
cryfa	P	out1669	108822	38014	1.39729
cryfa	B	out930	132548	46302	1.39729
cryfa	V	out4165	85829	29982	1.39728
cryfa	V	out411	95082	33214	1.39727
cryfa	P	out1642	102228	35710	1.39726
cryfa	P	out1729	108320	37838	1.39726
cryfa	V	out214	91281	31886	1.39726
cryfa	F	out283	95129	33230	1.39726
cryfa	V	out4038	82395	28782	1.39726
cryfa	V	out5129	87754	30654	1.39726
cryfa	V	out1014	82762	28910	1.39725
cryfa	V	out4521	110474	38590	1.39725
cryfa	P	out1678	141484	49422	1.39724
cryfa	P	out2083	93435	32638	1.39724
cryfa	P	out2196	124445	43470	1.39724
cryfa	V	out282	94535	33022	1.39723
cryfa	V	out990	94856	33134	1.39723
cryfa	V	out1899	89314	31198	1.39722
cryfa	V	out3358	89452	31246	1.39721
cryfa	V	out3588	94170	32894	1.39721
cryfa	V	out5500	102507	35806	1.39721
cryfa	P	out842	136586	47710	1.39721
cryfa	V	out1281	101912	35598	1.3972
cryfa	V	out2709	101225	35358	1.3972
cryfa	V	out1084	81346	28414	1.39719
cryfa	P	out1403	106310	37134	1.39719
cryfa	P	out1668	108784	37998	1.39719
cryfa	V	out212	90324	31550	1.39719
cryfa	P	out1676	137781	48126	1.39717
cryfa	P	out1736	105808	36958	1.39717
cryfa	P	out2219	86569	30238	1.39717
cryfa	V	out3716	94402	32974	1.39717
cryfa	P	out845	109335	38190	1.39717
cryfa	V	out1865	89730	31342	1.39716
cryfa	V	out232	133844	46750	1.39714
cryfa	V	out280	89640	31310	1.39714
cryfa	V	out3343	94587	33038	1.39714
cryfa	V	out942	95274	33278	1.39714
cryfa	P	out1673	140075	48926	1.39713
cryfa	F	out223	98803	34510	1.39712
cryfa	V	out3536	103613	36190	1.39712
cryfa	P	out1094	111905	39086	1.39711
cryfa	P	out1804	153637	53662	1.39711
cryfa	V	out4662	98391	34366	1.39711
cryfa	V	out4938	136367	47630	1.39711
cryfa	V	out801	89413	31230	1.39711
cryfa	P	out1619	106042	37038	1.3971
cryfa	V	out1870	88818	31022	1.3971
cryfa	P	out1637	111219	38846	1.39709
cryfa	P	out2166	106913	37342	1.39709
cryfa	V	out3869	95232	33262	1.39709
cryfa	V	out4474	85841	29982	1.39709
cryfa	V	out491	93995	32830	1.39709
cryfa	P	out493	159136	55582	1.39709
cryfa	F	out78	97110	33918	1.39709
cryfa	P	out894	158450	55342	1.39708
cryfa	V	out1343	95508	33358	1.39707
cryfa	V	out5220	101143	35326	1.39707
cryfa	P	out955	159138	55582	1.39707
cryfa	P	out1320	152359	53214	1.39706
cryfa	V	out1395	93081	32510	1.39706
cryfa	P	out1640	116857	40814	1.39705
cryfa	P	out1023	106230	37102	1.39704
cryfa	P	out1887	129548	45246	1.39704
cryfa	V	out193	91158	31838	1.39704
cryfa	F	out3	90425	31582	1.39704
cryfa	V	out2959	81584	28494	1.39703
cryfa	V	out456	95969	33518	1.39703
cryfa	P	out1025	105911	36990	1.39702
cryfa	V	out1199	87540	30574	1.39702
cryfa	P	out1708	108339	37838	1.39702
cryfa	V	out2900	95191	33246	1.39702
cryfa	V	out972	112920	39438	1.39702
cryfa	P	out1140	139492	48718	1.39701
cryfa	V	out1350	109668	38302	1.39701
cryfa	P	out1447	121442	42414	1.39701
cryfa	P	out1683	138896	48510	1.39701
cryfa	P	out2008	116723	40766	1.39701
cryfa	P	out2221	88045	30750	1.39701
cryfa	V	out4757	106278	37118	1.39701
cryfa	P	out1564	107928	37694	1.397
cryfa	V	out2111	111501	38942	1.397
cryfa	V	out543	117228	40942	1.397
cryfa	V	out475	95239	33262	1.39699
cryfa	V	out487	95147	33230	1.39699
cryfa	V	out5469	109853	38366	1.39699
cryfa	P	out1631	122086	42638	1.39698
cryfa	V	out236	91345	31902	1.39698
cryfa	B	out2498	104860	36622	1.39698
cryfa	F	out70	105410	36814	1.39698
cryfa	P	out1119	142932	49918	1.39697
cryfa	P	out1307	119017	41566	1.39697
cryfa	P	out1600	121537	42446	1.39697
cryfa	P	out1672	137388	47982	1.39697
cryfa	V	out377	93957	32814	1.39697
cryfa	V	out222	89743	31342	1.39696
cryfa	V	out4093	91255	31870	1.39696
cryfa	P	out1413	137436	47998	1.39695
cryfa	V	out3268	99365	34702	1.39695
cryfa	P	out1370	108391	37854	1.39694
cryfa	P	out1404	106192	37086	1.39694
cryfa	P	out1498	106054	37038	1.39694
cryfa	P	out1638	105688	36910	1.39694
cryfa	V	out1868	99640	34798	1.39694
cryfa	V	out199	90340	31550	1.39694
cryfa	V	out505	94967	33166	1.39694
cryfa	P	out562	141835	49534	1.39694
cryfa	P	out1358	136842	47790	1.39693
cryfa	V	out3278	111186	38830	1.39693
cryfa	V	out3289	122228	42686	1.39693
cryfa	F	out34	98450	34382	1.39693
cryfa	P	out2190	121954	42590	1.39692
cryfa	V	out3473	109904	38382	1.39692
cryfa	P	out1381	137119	47886	1.39691
cryfa	V	out3523	105461	36830	1.39691
cryfa	V	out5208	112562	39310	1.39691
cryfa	V	out964	125895	43966	1.39691
cryfa	P	out1136	141335	49358	1.3969
cryfa	P	out1457	117282	40958	1.3969
cryfa	P	out1571	139778	48814	1.3969
cryfa	P	out1632	124979	43646	1.3969
cryfa	V	out316	99598	34782	1.39689
cryfa	P	out976	104638	36542	1.39689
cryfa	V	out287	121224	42334	1.39688
cryfa	V	out2468	104181	36382	1.39687
cryfa	F	out4	126265	44094	1.39687
cryfa	P	out563	136528	47678	1.39687
cryfa	P	out805	141842	49534	1.39687
cryfa	P	out1131	141248	49326	1.39686
cryfa	P	out2135	108718	37966	1.39686
cryfa	P	out2197	111146	38814	1.39686
cryfa	F	out341	110734	38670	1.39686
cryfa	V	out4319	113391	39598	1.39686
cryfa	B	out2499	121685	42494	1.39685
cryfa	V	out3607	108810	37998	1.39685
cryfa	V	out4170	116462	40670	1.39685
cryfa	F	out83	115912	40478	1.39685
cryfa	P	out85	142577	49790	1.39685
cryfa	P	out1384	136439	47646	1.39684
cryfa	P	out1844	141158	49294	1.39684
cryfa	V	out329	106474	37182	1.39684
cryfa	V	out3454	96211	33598	1.39684
cryfa	P	out1568	138135	48238	1.39683
cryfa	P	out183	122511	42782	1.39683
cryfa	P	out1113	141252	49326	1.39682
cryfa	P	out1125	142580	49790	1.39682
cryfa	P	out1132	141343	49358	1.39682
cryfa	P	out1464	119626	41774	1.39682
cryfa	P	out1585	136991	47838	1.39682
cryfa	P	out1629	124803	43582	1.39682
cryfa	P	out1644	105376	36798	1.39682
cryfa	P	out1810	124345	43422	1.39682
cryfa	P	out394	143680	50174	1.39682
cryfa	P	out1077	143315	50046	1.39681
cryfa	P	out1385	137037	47854	1.39681
cryfa	P	out1468	132914	46414	1.39681
cryfa	V	out2743	110096	38446	1.39681
cryfa	V	out4003	125720	43902	1.39681
cryfa	P	out1026	106202	37086	1.3968
cryfa	P	out1133	141987	49582	1.3968
cryfa	P	out144	116328	40622	1.3968
cryfa	P	out1679	141529	49422	1.3968
cryfa	V	out3533	104782	36590	1.3968
cryfa	P	out385	137268	47934	1.3968
cryfa	V	out855	113029	39470	1.3968
cryfa	P	out1115	142217	49662	1.39679
cryfa	P	out1137	142904	49902	1.39679
cryfa	P	out1707	107944	37694	1.39679
cryfa	P	out1135	141806	49518	1.39678
cryfa	V	out1197	111427	38910	1.39678
cryfa	P	out135	124623	43518	1.39678
cryfa	P	out1386	136582	47694	1.39678
cryfa	P	out1580	139469	48702	1.39678
cryfa	P	out1645	106616	37230	1.39678
cryfa	V	out3943	104829	36606	1.39678
cryfa	V	out5	116742	40766	1.39678
cryfa	V	out5019	133100	46478	1.39678
cryfa	P	out88	142676	49822	1.39678
cryfa	P	out965	158072	55198	1.39678
cryfa	P	out1120	141257	49326	1.39677
cryfa	P	out1121	142265	49678	1.39677
cryfa	P	out1139	142173	49646	1.39677
cryfa	P	out1487	106571	37214	1.39677
cryfa	P	out1907	105380	36798	1.39677
cryfa	P	out2043	122333	42718	1.39677
cryfa	P	out2088	105792	36942	1.39677
cryfa	P	out2113	120775	42174	1.39677
cryfa	F	out26	121600	42462	1.39677
cryfa	V	out4354	126136	44046	1.39677
cryfa	V	out4358	113032	39470	1.39677
cryfa	P	out1046	106022	37022	1.39676
cryfa	V	out1385	124350	43422	1.39676
cryfa	P	out93	125221	43726	1.39676
cryfa	A	out12	143642	50158	1.39675
cryfa	P	out1454	125084	43678	1.39675
cryfa	P	out1474	129025	45054	1.39675
cryfa	P	out1659	125726	43902	1.39675
cryfa	P	out2014	104190	36382	1.39675
cryfa	P	out77	141671	49470	1.39675
cryfa	P	out1091	119495	41726	1.39674
cryfa	P	out1123	142451	49742	1.39674
cryfa	P	out1321	152349	53198	1.39674
cryfa	P	out1627	127055	44366	1.39674
cryfa	P	out2127	118670	41438	1.39674
cryfa	P	out675	154410	53918	1.39674
cryfa	P	out75	141672	49470	1.39674
cryfa	V	out767	96172	33582	1.39674
cryfa	P	out1213	142131	49630	1.39673
cryfa	P	out1313	141673	49470	1.39673
cryfa	P	out1573	137778	48110	1.39673
cryfa	P	out1667	124719	43550	1.39673
cryfa	V	out1923	134204	46862	1.39673
cryfa	V	out3662	110011	38414	1.39673
cryfa	P	out489	143277	50030	1.39673
cryfa	P	out657	153174	53486	1.39673
cryfa	P	out86	143002	49934	1.39673
cryfa	P	out89	141169	49294	1.39673
cryfa	P	out1028	106300	37118	1.39672
cryfa	P	out1118	142911	49902	1.39672
cryfa	P	out1576	136771	47758	1.39672
cryfa	P	out1684	141354	49358	1.39672
cryfa	P	out1770	150151	52430	1.39672
cryfa	P	out804	140071	48910	1.39672
cryfa	P	out1570	137460	47998	1.39671
cryfa	P	out1766	128020	44702	1.39671
cryfa	P	out184	122293	42702	1.39671
cryfa	P	out2121	119360	41678	1.39671
cryfa	V	out3217	112212	39182	1.39671
cryfa	V	out4652	125958	43982	1.39671
cryfa	P	out784	120506	42078	1.39671
cryfa	P	out1093	118536	41390	1.3967
cryfa	V	out1187	117849	41150	1.3967
cryfa	V	out132	114229	39886	1.3967
cryfa	V	out1352	98512	34398	1.3967
cryfa	P	out1680	140347	49006	1.3967
cryfa	P	out2181	143280	50030	1.3967
cryfa	F	out281	129121	45086	1.3967
cryfa	P	out1092	118537	41390	1.39669
cryfa	P	out132	125869	43950	1.39669
cryfa	P	out1380	137874	48142	1.39669
cryfa	P	out1885	115238	40238	1.39669
cryfa	P	out200	153362	53550	1.39669
cryfa	P	out2120	118720	41454	1.39669
cryfa	V	out2846	104286	36414	1.39669
cryfa	P	out618	154233	53854	1.39669
cryfa	P	out78	142823	49870	1.39669
cryfa	P	out942	126281	44094	1.39669
cryfa	V	out1092	132880	46398	1.39668
cryfa	P	out1138	141220	49310	1.39668
cryfa	P	out1414	143282	50030	1.39668
cryfa	P	out1842	137234	47918	1.39668
cryfa	V	out3174	107907	37678	1.39668
cryfa	P	out367	141266	49326	1.39668
cryfa	P	out1361	161612	56430	1.39667
cryfa	P	out1577	136730	47742	1.39667
cryfa	P	out182	122388	42734	1.39667
cryfa	P	out1867	118126	41246	1.39667
cryfa	V	out3458	106487	37182	1.39667
cryfa	V	out4734	137464	47998	1.39667
cryfa	P	out82	138563	48382	1.39667
cryfa	P	out934	125962	43982	1.39667
cryfa	P	out954	159000	55518	1.39667
cryfa	P	out1127	141726	49486	1.39666
cryfa	P	out1537	133845	46734	1.39666
cryfa	P	out1643	106167	37070	1.39666
cryfa	V	out1830	134074	46814	1.39666
cryfa	P	out2182	124726	43550	1.39666
cryfa	V	out3297	126559	44190	1.39666
cryfa	V	out3674	103830	36254	1.39666
cryfa	V	out416	109650	38286	1.39666
cryfa	P	out1126	140444	49038	1.39665
cryfa	P	out1567	137557	48030	1.39665
cryfa	P	out223	151442	52878	1.39665
cryfa	V	out5154	107909	37678	1.39665
cryfa	P	out613	154558	53966	1.39665
cryfa	P	out991	106168	37070	1.39665
cryfa	P	out1287	106306	37118	1.39664
cryfa	P	out1312	125415	43790	1.39664
cryfa	P	out1316	152497	53246	1.39664
cryfa	P	out1382	137650	48062	1.39664
cryfa	P	out1865	117487	41022	1.39664
cryfa	P	out2003	159233	55598	1.39664
cryfa	V	out2120	143011	49934	1.39664
cryfa	V	out343	104977	36654	1.39664
cryfa	P	out646	154376	53902	1.39664
cryfa	V	out657	114600	40014	1.39664
cryfa	P	out669	153643	53646	1.39664
cryfa	P	out1012	158180	55230	1.39663
cryfa	P	out1027	106353	37134	1.39663
cryfa	P	out1141	141958	49566	1.39663
cryfa	P	out1142	143196	49998	1.39663
cryfa	V	out1383	128898	45006	1.39663
cryfa	P	out163	159509	55694	1.39663
cryfa	P	out24	148695	51918	1.39663
cryfa	V	out4413	110202	38478	1.39663
cryfa	P	out624	154239	53854	1.39663
cryfa	P	out625	155522	54302	1.39663
cryfa	P	out964	158868	55470	1.39663
cryfa	P	out1207	137102	47870	1.39662
cryfa	V	out1363	137973	48174	1.39662
cryfa	P	out1383	135865	47438	1.39662
cryfa	P	out1579	138431	48334	1.39662
cryfa	P	out2136	121063	42270	1.39662
cryfa	V	out4187	120101	41934	1.39662
cryfa	P	out607	154515	53950	1.39662
cryfa	P	out620	153965	53758	1.39662
cryfa	P	out636	154469	53934	1.39662
cryfa	P	out637	153461	53582	1.39662
cryfa	P	out2198	116619	40718	1.39661
cryfa	V	out2877	134491	46958	1.39661
cryfa	P	out383	136461	47646	1.39661
cryfa	V	out4311	129496	45214	1.39661
cryfa	V	out5479	125326	43758	1.39661
cryfa	P	out660	154333	53886	1.39661
cryfa	P	out790	139623	48750	1.39661
cryfa	P	out1246	118361	41326	1.3966
cryfa	P	out1301	142511	49758	1.3966
cryfa	P	out1838	125693	43886	1.3966
cryfa	P	out222	145123	50670	1.3966
cryfa	B	out2838	152684	53310	1.3966
cryfa	V	out3756	134950	47118	1.3966
cryfa	P	out387	138020	48190	1.3966
cryfa	P	out635	154701	54014	1.3966
cryfa	P	out638	152959	53406	1.3966
cryfa	P	out92	140083	48910	1.3966
cryfa	P	out1017	158001	55166	1.39659
cryfa	P	out1045	142466	49742	1.39659
cryfa	P	out1473	125465	43806	1.39659
cryfa	P	out1501	127940	44670	1.39659
cryfa	P	out1753	125190	43710	1.39659
cryfa	V	out2030	141183	49294	1.39659
cryfa	V	out2596	142054	49598	1.39659
cryfa	V	out292	128856	44990	1.39659
cryfa	P	out497	130231	45470	1.39659
cryfa	P	out632	154519	53950	1.39659
cryfa	P	out642	153923	53742	1.39659
cryfa	P	out666	154564	53966	1.39659
cryfa	P	out963	158506	55342	1.39659
cryfa	P	out966	158322	55278	1.39659
cryfa	P	out1011	158002	55166	1.39658
cryfa	P	out1199	158919	55486	1.39658
cryfa	A	out14	140085	48910	1.39658
cryfa	P	out1536	114743	40062	1.39658
cryfa	P	out1717	121479	42414	1.39658
cryfa	P	out360	138435	48334	1.39658
cryfa	V	out5078	133623	46654	1.39658
cryfa	P	out614	154245	53854	1.39658
cryfa	P	out619	154291	53870	1.39658
cryfa	V	out725	127024	44350	1.39658
cryfa	P	out921	114926	40126	1.39658
cryfa	P	out1471	141735	49486	1.39657
cryfa	P	out1677	138253	48270	1.39657
cryfa	P	out2211	109611	38270	1.39657
cryfa	B	out2886	133991	46782	1.39657
cryfa	P	out356	135320	47246	1.39657
cryfa	P	out476	133212	46510	1.39657
cryfa	P	out599	154521	53950	1.39657
cryfa	V	out1048	121114	42286	1.39656
cryfa	P	out1143	142928	49902	1.39656
cryfa	V	out1144	112407	39246	1.39656
cryfa	A	out127	132938	46414	1.39656
cryfa	P	out1512	138895	48494	1.39656
cryfa	P	out1531	136604	47694	1.39656
cryfa	P	out1597	152002	53070	1.39656
cryfa	P	out1727	159013	55518	1.39656
cryfa	B	out1943	143615	50142	1.39656
cryfa	P	out1980	158921	55486	1.39656
cryfa	P	out2148	122810	42878	1.39656
cryfa	P	out2171	151177	52782	1.39656
cryfa	P	out357	137887	48142	1.39656
cryfa	P	out362	140087	48910	1.39656
cryfa	P	out591	105900	36974	1.39656
cryfa	P	out647	154522	53950	1.39656
cryfa	P	out81	142515	49758	1.39656
cryfa	P	out880	158280	55262	1.39656
cryfa	P	out1122	142746	49838	1.39655
cryfa	P	out1510	138896	48494	1.39655
cryfa	P	out1685	141692	49470	1.39655
cryfa	P	out2132	135276	47230	1.39655
cryfa	V	out5470	120336	42014	1.39655
cryfa	P	out609	154294	53870	1.39655
cryfa	P	out611	154065	53790	1.39655
cryfa	P	out76	141966	49566	1.39655
cryfa	P	out1801	127486	44510	1.39654
cryfa	P	out221	149896	52334	1.39654
cryfa	P	out274	159428	55662	1.39654
cryfa	V	out3505	130969	45726	1.39654
cryfa	P	out721	136881	47790	1.39654
cryfa	P	out776	153928	53742	1.39654
cryfa	P	out958	156953	54798	1.39654
cryfa	P	out1014	158146	55214	1.39653
cryfa	P	out1507	119467	41710	1.39653
cryfa	P	out1575	136286	47582	1.39653
cryfa	P	out1588	138990	48526	1.39653
cryfa	P	out2199	119467	41710	1.39653
cryfa	P	out2276	136515	47662	1.39653
cryfa	P	out287	159383	55646	1.39653
cryfa	V	out2926	139127	48574	1.39653
cryfa	V	out2932	135003	47134	1.39653
cryfa	P	out392	161079	56238	1.39653
cryfa	V	out4463	143389	50062	1.39653
cryfa	V	out5148	123546	43134	1.39653
cryfa	P	out604	153930	53742	1.39653
cryfa	P	out62	160346	55982	1.39653
cryfa	P	out640	154388	53902	1.39653
cryfa	P	out813	124050	43310	1.39653
cryfa	P	out959	157275	54910	1.39653
cryfa	V	out1029	133262	46526	1.39652
cryfa	P	out1581	136745	47742	1.39652
cryfa	P	out1674	140182	48942	1.39652
cryfa	V	out1893	122722	42846	1.39652
cryfa	P	out2005	133354	46558	1.39652
cryfa	P	out2011	158605	55374	1.39652
cryfa	P	out2122	122218	42670	1.39652
cryfa	P	out2247	138487	48350	1.39652
cryfa	P	out364	137662	48062	1.39652
cryfa	V	out5128	107461	37518	1.39652
cryfa	P	out548	121530	42430	1.39652
cryfa	P	out656	154160	53822	1.39652
cryfa	P	out79	140824	49166	1.39652
cryfa	P	out960	158697	55406	1.39652
cryfa	P	out1124	137983	48174	1.39651
cryfa	P	out1226	158973	55502	1.39651
cryfa	P	out1492	130834	45678	1.39651
cryfa	P	out1655	125747	43902	1.39651
cryfa	P	out1675	138396	48318	1.39651
cryfa	P	out2222	123318	43054	1.39651
cryfa	P	out227	158927	55486	1.39651
cryfa	P	out393	119331	41662	1.39651
cryfa	P	out651	154253	53854	1.39651
cryfa	P	out7	159431	55662	1.39651
cryfa	P	out969	158789	55438	1.39651
cryfa	V	out1023	107646	37582	1.3965
cryfa	P	out1116	140322	48990	1.3965
cryfa	P	out1458	116720	40750	1.3965
cryfa	P	out1504	142796	49854	1.3965
cryfa	P	out1574	139955	48862	1.3965
cryfa	P	out1583	138855	48478	1.3965
cryfa	P	out1641	107783	37630	1.3965
cryfa	P	out165	159341	55630	1.3965
cryfa	P	out2091	124282	43390	1.3965
cryfa	V	out2168	127627	44558	1.3965
cryfa	P	out310	158607	55374	1.3965
cryfa	P	out608	154162	53822	1.3965
cryfa	P	out641	154345	53886	1.3965
cryfa	P	out648	153658	53646	1.3965
cryfa	V	out662	135464	47294	1.3965
cryfa	P	out1073	141789	49502	1.39649
cryfa	P	out1509	138902	48494	1.39649
cryfa	P	out1584	139452	48686	1.39649
cryfa	P	out1607	147793	51598	1.39649
cryfa	P	out1656	125566	43838	1.39649
cryfa	V	out1751	137619	48046	1.39649
cryfa	P	out1780	151138	52766	1.39649
cryfa	P	out2180	136473	47646	1.39649
cryfa	P	out2200	127170	44398	1.39649
cryfa	V	out3296	151001	52718	1.39649
cryfa	V	out3839	136702	47726	1.39649
cryfa	P	out533	141331	49342	1.39649
cryfa	P	out554	136977	47822	1.39649
cryfa	P	out578	133907	46750	1.39649
cryfa	P	out649	154438	53918	1.39649
cryfa	P	out933	125978	43982	1.39649
cryfa	P	out95	155263	54206	1.39649
cryfa	P	out962	159571	55710	1.39649
cryfa	P	out967	158196	55230	1.39649
cryfa	P	out1134	143165	49982	1.39648
cryfa	V	out1267	144448	50430	1.39648
cryfa	P	out1587	137574	48030	1.39648
cryfa	P	out1620	158930	55486	1.39648
cryfa	P	out1886	115805	40430	1.39648
cryfa	P	out27	122817	42878	1.39648
cryfa	V	out2952	111589	38958	1.39648
cryfa	P	out386	143303	50030	1.39648
cryfa	V	out3931	120846	42190	1.39648
cryfa	V	out3949	123825	43230	1.39648
cryfa	V	out4692	113605	39662	1.39648
cryfa	P	out520	141332	49342	1.39648
cryfa	V	out977	142203	49646	1.39648
cryfa	P	out13	160306	55966	1.39647
cryfa	P	out1397	125980	43982	1.39647
